iter	Logloss
120	0.4614377992
121	0.4611305548
122	0.460786041
123	0.4604782261
124	0.4601692658
125	0.4599212498
126	0.4596155546
127	0.4592755889
128	0.4590296724
129	0.4587291112
130	0.4584393796
131	0.458046342
132	0.4577870307
133	0.4575386237
134	0.4572292114
135	0.4569170321
136	0.456572777
137	0.4563355632
138	0.4560287168
139	0.4556979222
140	0.455169632
141	0.4548805826
142	0.4545615047
143	0.4543415662
144	0.4540730089
145	0.4539073121
146	0.4535877168
147	0.453173146
148	0.4530044067
149	0.4527908045
150	0.4524167864
151	0.4521940403
152	0.4519211483
153	0.4516370119
154	0.4513816011
155	0.4511575279
156	0.4508068664
157	0.4505124354
158	0.450349115
159	0.4502098227
160	0.4499432898
161	0.4497550025
162	0.4494512237
163	0.4492054772
164	0.4489114342
165	0.4486096162
166	0.4483556148
167	0.4480959473
168	0.4477780736
169	0.4473939093
170	0.4471178875
171	0.4468417799
172	0.4466500508
173	0.4463263964
174	0.4461543298
175	0.4459030036
176	0.4454962032
177	0.4452003991
178	0.4448551668
179	0.4446073587
180	0.4443401283
181	0.4440773171
182	0.4439021615
183	0.443671817
184	0.4433288386
185	0.4432143952
186	0.4429495792
187	0.4427733021
188	0.4427036642
189	0.4423533265
190	0.4421693663
191	0.4418282091
192	0.4416443532
193	0.4414090051
194	0.4411267917
195	0.4408498742
196	0.4406607363
197	0.4404462958
198	0.4401724065
199	0.4397615832
200	0.439573882
201	0.4393771618
202	0.4391804953
203	0.4390144104
204	0.4388183013
205	0.4386757887
206	0.4385088056
207	0.4384084413
208	0.4382432373
209	0.4380257383
210	0.43779818
211	0.4376314593
212	0.4375101799
213	0.4372483256
214	0.4370624922
215	0.4368697931
216	0.4366338711
217	0.4363983748
218	0.4362305022
219	0.4360882468
220	0.4359292431
221	0.4357732389
222	0.4354930451
223	0.4353256423
224	0.4352409066
225	0.4349313893
226	0.4348181778
227	0.4344678608
228	0.4342163727
229	0.4339956835
230	0.4337711353
231	0.4336599431
232	0.4332568824
233	0.4329962321
234	0.4327944859
235	0.4325365747
236	0.4322927223
237	0.432084793
238	0.4319706253
239	0.431845351
240	0.4316533145
241	0.4314667006
242	0.43135111
243	0.4312043969
244	0.431046864
245	0.4308478892
246	0.430589287
247	0.4304183574
248	0.4302343906
249	0.4300134815
250	0.4298007569
251	0.4296386386
252	0.4293936295
253	0.4292304939
254	0.4289972821
255	0.4288035326
256	0.428660779
257	0.4284922571
258	0.4282902723
259	0.4281762574
260	0.4280187409
261	0.427866059
262	0.4276898875
263	0.4275410682
264	0.4272788615
265	0.427094986
266	0.4268834911
267	0.4267589991
268	0.4265507205
269	0.4263151455
270	0.4262153384
271	0.4260373628
272	0.4259037419
273	0.4258466172
274	0.4257017623
275	0.4255017014
276	0.4253219016
277	0.425158237
278	0.4250541298
279	0.4247852492
280	0.4246522955
281	0.4245383485
282	0.4243786544
283	0.4241521314
284	0.4240152404
285	0.4238452586
286	0.423569039
287	0.4232831768
288	0.4230764069
289	0.4228869952
290	0.4226786621
291	0.4224165213
292	0.4222972571
293	0.4221703641
294	0.4218598723
295	0.421732775
296	0.4215789548
297	0.421438277
298	0.4213071203
299	0.4210471886
300	0.4210448765
301	0.4207509493
302	0.4205228349
303	0.4202523949
304	0.4201411174
305	0.4199407828
306	0.4197261475
307	0.419572436
308	0.4193641903
309	0.4192819234
310	0.419059763
311	0.4188861808
312	0.4187077723
313	0.4184715622
314	0.4183349599
315	0.4181479214
316	0.4179530938
317	0.4178527857
318	0.4177341369
319	0.4175782896
320	0.4173966162
321	0.4171733474
322	0.4170425079
323	0.4168610223
324	0.4166720634
325	0.4165229814
326	0.4163702732
327	0.41614365
328	0.415975416
329	0.415866776
330	0.4156028397
331	0.4155316588
332	0.4153741388
333	0.4151372177
334	0.4149120453
335	0.4147357725
336	0.4144788513
337	0.414405972
338	0.4142629041
339	0.4140639967
340	0.4138819063
341	0.4137450121
342	0.4136077403
343	0.4134250403
344	0.4133331842
345	0.413116295
346	0.4130008739
347	0.4128450248
348	0.4127110729
349	0.4125677525
350	0.4124668402
351	0.4123172843
352	0.41213619
353	0.4119629922
354	0.4118794689
355	0.4116047375
356	0.4114898557
357	0.4113105263
358	0.4111227105
359	0.4109890041
360	0.4108814128
361	0.4106845602
362	0.4106146223
363	0.4104512458
364	0.4102577895
365	0.4101106974
366	0.4098699841
367	0.4096946562
368	0.4093902334
369	0.4092564653
370	0.4091081849
371	0.4089609562
372	0.4087980698
373	0.4086515598
374	0.4086014976
375	0.4083946932
376	0.4082478815
377	0.4080963422
378	0.4078294212
379	0.407725477
380	0.4075644014
381	0.4074406201
382	0.4073119358
383	0.4070919212
384	0.4068971292
385	0.4067940737
386	0.4066275925
387	0.4065306557
388	0.4063850923
389	0.4062139059
390	0.4060690813
391	0.4058152023
392	0.4055323089
393	0.4055315405
394	0.4054040589
395	0.4051857962
396	0.4051060456
397	0.4047987571
398	0.404678658
399	0.4045655026
400	0.4044556197
401	0.4042050412
402	0.4039905954
403	0.4038250168
404	0.4037242614
405	0.4036096467
406	0.4034920897
407	0.4032937598
408	0.4030458864
409	0.402863213
410	0.4026235274
411	0.4024622698
412	0.4022453069
413	0.4020601434
414	0.4018943853
415	0.4017582805
416	0.4016326286
417	0.4013544376
418	0.4011495594
419	0.4009654974
420	0.4007807226
421	0.400518726
422	0.4003605952
423	0.4002476208
424	0.4000405431
425	0.3999303517
426	0.3996603651
427	0.3994795518
428	0.3993343075
429	0.3992034891
430	0.3989921741
431	0.3988279385
432	0.3986380181
433	0.3984371569
434	0.3982938913
435	0.3981519579
436	0.3980544204
437	0.3979288169
438	0.3977104468
439	0.3975227674
440	0.3973700243
441	0.397208882
442	0.3970790877
443	0.3969816768
444	0.3967554655
445	0.3965312451
446	0.3963218653
447	0.3961052693
448	0.3958520315
449	0.3956821684
450	0.3955430046
451	0.3952890048
452	0.3950928356
453	0.3949730363
454	0.394795739
455	0.3947052618
456	0.3945591446
457	0.394418281
458	0.394202451
459	0.3940020993
460	0.3939043127
461	0.3936661121
462	0.3935242597
463	0.3933770536
464	0.3931913833
465	0.3930742316
466	0.3929392998
467	0.3927810473
468	0.3926181891
469	0.3924410654
470	0.3922630686
471	0.3921118943
472	0.3920187908
473	0.391887421
474	0.3916204645
475	0.3914189553
476	0.3912822425
477	0.3910915264
478	0.3909682622
479	0.390831963
480	0.3906657162
481	0.390511806
482	0.3904070274
483	0.3902466059
484	0.3901006064
485	0.3898917181
486	0.3897213245
487	0.3894866627
488	0.3893426639
489	0.3892014507
490	0.3890723828
491	0.3889211288
492	0.3888349297
493	0.3886936804
494	0.3885839553
495	0.3883377261
496	0.3882314226
497	0.3881057321
498	0.3879734183
499	0.387813821
500	0.3876508302
501	0.387542989
502	0.3873838355
503	0.3872294405
504	0.3870602948
505	0.3868762176
506	0.3867189504
507	0.3864983677
508	0.3863681762
509	0.386137008
510	0.3860169797
511	0.3858226803
512	0.3856249621
513	0.3853446807
514	0.3850892704
515	0.3848961996
516	0.3846882648
517	0.3845030219
518	0.3843126144
519	0.3842246095
520	0.3840449427
521	0.3837817655
522	0.3836360924
523	0.3835209083
524	0.3833855803
525	0.3831919685
526	0.3830666019
527	0.38294999
528	0.3828634663
529	0.3827617281
530	0.382595304
531	0.3823342188
532	0.3822374573
533	0.3821391645
534	0.3819418343
535	0.3818118192
536	0.3816144592
537	0.3814522301
538	0.3813253344
539	0.3811258048
540	0.3808830412
541	0.3807024009
542	0.3805834347
543	0.3803808962
544	0.3802663184
545	0.3801116623
546	0.3799344588
547	0.379800827
548	0.3796442243
549	0.3794797277
550	0.3793039504
551	0.3791861876
552	0.3790496387
553	0.3788844579
554	0.3786946606
555	0.3785690405
556	0.378425191
557	0.3782602934
558	0.3780727038
559	0.3779111913
560	0.3777499541
561	0.3775054815
562	0.3773394875
563	0.3772074599
564	0.3771136733
565	0.3769561287
566	0.3767523802
567	0.376604308
568	0.3764351352
569	0.3762250342
570	0.3759408334
571	0.3757901006
572	0.3756617764
573	0.3753850882
574	0.3751799792
575	0.3749879021
576	0.3747778875
577	0.3745758538
578	0.3743641454
579	0.3742440956
580	0.3740259633
581	0.3738388951
582	0.3736805766
583	0.3734728795
584	0.3733082726
585	0.3732005512
586	0.3730862101
587	0.3729264696
588	0.3728146139
589	0.3726377034
590	0.3723416162
591	0.3722293194
592	0.3721099656
593	0.3719379823
594	0.371818836
595	0.3716687818
596	0.371522865
597	0.3713520201
598	0.3711812968
599	0.3709941911
600	0.3708437176
601	0.3706746299
602	0.3705115073
603	0.3704261879
604	0.3702422838
605	0.3701202455
606	0.3700079859
607	0.3698634569
608	0.3697771864
609	0.3696114493
610	0.3694661583
611	0.3692758082
612	0.3691105427
613	0.3689360871
614	0.3687600357
615	0.3684810367
616	0.368235901
617	0.3680565596
618	0.3679412135
619	0.367819809
620	0.3676827622
621	0.3674700116
622	0.367286609
623	0.367151991
624	0.3670101562
625	0.3668748738
626	0.3667128355
627	0.3665827022
628	0.3664374657
629	0.3663070229
630	0.3661529067
631	0.3660110052
632	0.3658765489
633	0.3656882543
634	0.3654241776
635	0.3653230528
636	0.3651548419
637	0.3650904757
638	0.3649005582
639	0.3646921873
640	0.3646109819
641	0.3643542974
642	0.3641957188
643	0.3641028394
644	0.3639170934
645	0.3637806808
646	0.3637140108
647	0.3635877721
648	0.363449598
649	0.3633545386
650	0.3632250204
651	0.3631004758
652	0.3630036323
653	0.3628532068
654	0.3627449224
655	0.3625168282
656	0.3624233268
657	0.3622176443
658	0.3620367918
659	0.3618686949
660	0.3617463616
661	0.3615935905
662	0.3614020865
663	0.3612837525
664	0.3611296575
665	0.3609862998
666	0.3608253147
667	0.3605867895
668	0.3603889427
669	0.3603005613
670	0.3602229288
671	0.3601096237
672	0.3599779223
673	0.359828181
674	0.3597062686
675	0.3595661273
676	0.3594236252
677	0.359316547
678	0.3592274823
679	0.359121363
680	0.358929003
681	0.3587597809
682	0.3586443775
683	0.3584243576
684	0.3582631424
685	0.3580948766
686	0.3579816392
687	0.3578094186
688	0.3576877152
689	0.3576157881
690	0.3574463028
691	0.3573770989
692	0.357264655
693	0.3571153706
694	0.3570051603
695	0.3568552084
696	0.3566497315
697	0.3565379589
698	0.3563802128
699	0.3561612308
700	0.3560198378
701	0.3558729385
702	0.3557462036
703	0.3555647965
704	0.3554189464
705	0.3552654774
706	0.3551104451
707	0.3549382314
708	0.3548315193
709	0.3547528372
710	0.3546593062
711	0.3544783951
712	0.3543510669
713	0.3541899232
714	0.3541071627
715	0.3539057577
716	0.3536870793
717	0.3535732117
718	0.3534397552
719	0.3532276419
720	0.352995951
721	0.3527715213
722	0.352631615
723	0.352445576
724	0.3522210004
725	0.352154563
726	0.3519968403
727	0.3518439926
728	0.3517222003
729	0.3516023168
730	0.3514881662
731	0.3513286281
732	0.3511935939
733	0.3510121968
734	0.3508711066
735	0.3507202422
736	0.3506050477
737	0.3504953352
738	0.3504076891
739	0.3502279472
740	0.3499467873
741	0.3497993824
742	0.3495980991
743	0.3493732622
744	0.3492034687
745	0.348977772
746	0.348850831
747	0.3487788067
748	0.3485429534
749	0.3483345593
750	0.3481983409
751	0.3481194469
752	0.3480508886
753	0.3479257032
754	0.3478790188
755	0.3477286885
756	0.3476458837
757	0.3475510208
758	0.3473932709
759	0.3472157492
760	0.3470302676
761	0.3468948078
762	0.3467620632
763	0.3466526159
764	0.3465609022
765	0.3463726082
766	0.3461981159
767	0.3460699893
768	0.3459615714
769	0.3458309174
770	0.3456678802
771	0.3455342522
772	0.3454482209
773	0.3452941248
774	0.3451979676
775	0.3451191414
776	0.3449535518
777	0.3447643959
778	0.3446116908
779	0.3444815965
780	0.3442206685
781	0.3441471014
782	0.3440385159
783	0.3439027541
784	0.3438121614
785	0.3437453075
786	0.3436410382
787	0.3433794313
788	0.3431759594
789	0.3430401147
790	0.3429421995
791	0.3428115351
792	0.3427302107
793	0.3426353178
794	0.3425412867
795	0.3423856399
796	0.3422888019
797	0.3422006615
798	0.3420933683
799	0.3419984361
800	0.3418175954
801	0.3416783614
802	0.34158221
803	0.3414233446
804	0.3412806616
805	0.3411247183
806	0.3409345034
807	0.3407715984
808	0.3406494738
809	0.3404609227
810	0.3403860973
811	0.3402543942
812	0.340134943
813	0.340003545
814	0.3398530357
815	0.3396855401
816	0.3395529611
817	0.339436186
818	0.3392878181
819	0.3392112598
820	0.3391385818
821	0.3390271663
822	0.3388902365
823	0.3387869068
824	0.338677043
825	0.3385566825
826	0.3383767392
827	0.3382301512
828	0.3381049907
829	0.3379235078
830	0.3377161154
831	0.3375859407
832	0.3374579847
833	0.3373293849
834	0.3371763382
835	0.3369853977
836	0.3368071714
837	0.3367365656
838	0.3365881139
839	0.3364182825
840	0.3363070006
841	0.3361374238
842	0.3360308031
843	0.3359382688
844	0.335833821
845	0.3357665263
846	0.3355922947
847	0.3354627689
848	0.3353413182
849	0.3351964713
850	0.3350713687
851	0.3349509216
852	0.3348260274
853	0.3346581295
854	0.3345161533
855	0.3343814362
856	0.3343160596
857	0.3341391426
858	0.3339837953
859	0.3338869077
860	0.3337207128
861	0.3335796598
862	0.3334370476
863	0.3333198355
864	0.3332639025
865	0.3331626484
866	0.3329994883
867	0.3328621052
868	0.3326877592
869	0.3325895631
870	0.3324314371
871	0.3323520926
872	0.3322300708
873	0.3321271345
874	0.3319250026
875	0.3317918951
876	0.3317262998
877	0.3315641116
878	0.3314899752
879	0.3313855737
880	0.3313222904
881	0.3312309575
882	0.3311148365
883	0.3310232982
884	0.3309458906
885	0.3308710887
886	0.3308055337
887	0.3306758006
888	0.3304595913
889	0.3303887473
890	0.330248165
891	0.3301136879
892	0.3299601911
893	0.3298946697
894	0.3298049568
895	0.3297142281
896	0.3296175367
897	0.3294408039
898	0.3293600273
899	0.3292885751
900	0.3291292373
901	0.3290597441
902	0.3289087537
903	0.3288400779
904	0.3286682036
905	0.3285366656
906	0.3284246256
907	0.3283429286
908	0.3282721328
909	0.3281622746
910	0.3280707754
911	0.3279246048
912	0.327761532
913	0.3276699938
914	0.3275600803
915	0.3274549687
916	0.3273475204
917	0.3272264989
918	0.327089489
919	0.3269826876
920	0.3268623747
921	0.3267388801
922	0.3265137886
923	0.3264477448
924	0.3262852926
925	0.3260600401
926	0.3259809915
927	0.3259053876
928	0.3257872807
929	0.3256424191
930	0.325475189
931	0.3253782546
932	0.3252597143
933	0.3251190265
934	0.3250683678
935	0.3249856518
936	0.3248934682
937	0.3247243755
938	0.3246551108
939	0.3244565056
940	0.3243082401
941	0.3241594672
942	0.3240183076
943	0.3238411606
944	0.3237606513
945	0.3235831633
946	0.3234021439
947	0.3232841707
948	0.3231480911
949	0.3229702453
950	0.3228925126
951	0.3227632953
952	0.3226661238
953	0.3225440421
954	0.3223821936
955	0.3222342767
956	0.3220837633
957	0.3219667377
958	0.3218796498
959	0.3217605668
960	0.321633925
961	0.3214860738
962	0.3213540526
963	0.3212664184
964	0.321134832
965	0.3209253086
966	0.3208027057
967	0.3206890845
968	0.3205730219
969	0.3204610678
970	0.3203795293
971	0.3201963596
972	0.3200019025
973	0.319917813
974	0.3197438632
975	0.3196262486
976	0.3195339278
977	0.319432135
978	0.3193211066
979	0.3191819249
980	0.3190580575
981	0.3189878672
982	0.3188561849
983	0.3187587838
984	0.3186405072
985	0.3185584265
986	0.3184474527
987	0.3183040775
988	0.3180839191
989	0.3179175166
990	0.3177189404
991	0.3175621129
992	0.3173808529
993	0.317282025
994	0.3171240198
995	0.3170036528
996	0.3167781391
997	0.3167006235
998	0.3165615481
999	0.3164758936
